OPERA,MES,TIPOVUELO,SIGLADES,DIANOM,atraso_15
Grupo LATAM,5,I,Montevideo,Lunes,0
Grupo LATAM,12,N,Temuco,Jueves,0
Grupo LATAM,7,I,Rio de Janeiro,Lunes,0
Air France,1,I,Paris,Lunes,0
Avianca,3,I,Bogota,Lunes,0
Grupo LATAM,3,N,Concepcion,Jueves,0
Grupo LATAM,2,N,Temuco,Martes,0
Sky Airline,8,N,Puerto Montt,Miercoles,0
Grupo LATAM,5,N,Puerto Montt,Miercoles,0
Sky Airline,8,N,Puerto Montt,Viernes,0
Aerolineas Argentinas,6,I,Buenos Aires,Sabado,0
Grupo LATAM,10,I,Rosario,Sabado,0
Grupo LATAM,8,I,Sao Paulo,Domingo,1
Grupo LATAM,5,N,Puerto Montt,Martes,0
Grupo LATAM,1,I,Montevideo,Lunes,0
Grupo LATAM,3,I,Sao Paulo,Jueves,0
Grupo LATAM,1,N,Antofagasta,Jueves,0
Sky Airline,4,N,Calama,Jueves,0
Sky Airline,5,I,Cordoba,Viernes,0
Sky Airline,12,N,Temuco,Sabado,0
Sky Airline,1,N,Puerto Natales,Viernes,0
Grupo LATAM,8,I,Nueva York,Sabado,0
Grupo LATAM,8,I,Asuncion,Viernes,0
Latin American Wings,2,I,Lima,Miercoles,1
Latin American Wings,9,I,Lima,Lunes,1
Grupo LATAM,4,N,Puerto Montt,Domingo,0
Grupo LATAM,2,N,Concepcion,Jueves,0
Grupo LATAM,11,N,Calama,Jueves,0
Aerolineas Argentinas,12,I,Buenos Aires,Sabado,0
Grupo LATAM,5,N,Calama,Lunes,0
Sky Airline,12,N,Arica,Miercoles,1
Latin American Wings,12,N,Antofagasta,Viernes,0
Sky Airline,7,N,Puerto Montt,Sabado,0
Sky Airline,1,N,Antofagasta,Miercoles,0
Grupo LATAM,3,I,Lima,Sabado,0
Sky Airline,2,N,Antofagasta,Sabado,0
Grupo LATAM,8,I,Sao Paulo,Lunes,1
JetSmart SPA,11,N,Puerto Montt,Sabado,0
Grupo LATAM,3,I,Cancun,Sabado,0
Grupo LATAM,3,N,Antofagasta,Viernes,0
Grupo LATAM,10,I,Montevideo,Martes,0
Sky Airline,9,N,Puerto Montt,Sabado,0
Grupo LATAM,2,I,Lima,Sabado,0
Grupo LATAM,3,N,Temuco,Jueves,0
Grupo LATAM,2,N,Antofagasta,Jueves,0
Latin American Wings,12,I,Lima,Sabado,1
Sky Airline,7,N,Iquique,Jueves,0
Grupo LATAM,11,N,Puerto Montt,Miercoles,0
Sky Airline,11,N,Iquique,Martes,0
Grupo LATAM,4,I,Sao Paulo,Viernes,0
Aerolineas Argentinas,7,I,Buenos Aires,Jueves,1
Grupo LATAM,11,I,Sao Paulo,Lunes,1
Grupo LATAM,1,N,Temuco,Martes,0
Grupo LATAM,6,N,Antofagasta,Miercoles,0
Copa Air,12,I,Ciudad de Panama,Lunes,0
Sky Airline,1,N,Calama,Jueves,0
Gol Trans,12,I,Sao Paulo,Martes,1
Grupo LATAM,3,I,Auckland N.Z.,Viernes,0
Grupo LATAM,6,I,Miami,Miercoles,0
Grupo LATAM,7,N,Osorno,Viernes,1
Iberia,11,I,Madrid,Viernes,0
Grupo LATAM,2,N,La Serena,Miercoles,0
Grupo LATAM,9,I,Montevideo,Sabado,1
Latin American Wings,4,I,Lima,Viernes,0
Grupo LATAM,1,I,Lima,Jueves,0
Grupo LATAM,5,N,Concepcion,Domingo,0
Grupo LATAM,11,N,Iquique,Martes,1
Aerolineas Argentinas,6,I,Buenos Aires,Miercoles,1
Grupo LATAM,8,N,Calama,Viernes,1
Aerolineas Argentinas,8,I,Buenos Aires,Lunes,0
Grupo LATAM,8,N,Punta Arenas,Viernes,0
Copa Air,6,I,Ciudad de Panama,Martes,0
Sky Airline,9,N,Puerto Montt,Sabado,1
Grupo LATAM,5,I,Mendoza,Martes,0
Air Canada,8,I,Buenos Aires,Jueves,0
Grupo LATAM,3,I,Sao Paulo,Lunes,0
Sky Airline,7,N,Arica,Sabado,0
Sky Airline,2,I,Montevideo,Martes,0
JetSmart SPA,12,N,La Serena,Sabado,0
JetSmart SPA,11,N,Concepcion,Viernes,0
Sky Airline,2,N,Temuco,Miercoles,0
K.L.M.,4,I,Buenos Aires,Martes,0
Aerolineas Argentinas,6,I,Buenos Aires,Martes,1
Grupo LATAM,8,I,Lima,Sabado,1
Grupo LATAM,11,I,Sao Paulo,Sabado,1
Sky Airline,2,N,Puerto Montt,Jueves,0
Grupo LATAM,8,N,Calama,Jueves,0
Grupo LATAM,7,N,Antofagasta,Lunes,1
JetSmart SPA,8,N,Calama,Martes,0
Grupo LATAM,12,I,Buenos Aires,Martes,0
Grupo LATAM,4,I,Sao Paulo,Jueves,0
Sky Airline,1,N,Temuco,Domingo,0
Sky Airline,7,I,Buenos Aires,Jueves,1
Grupo LATAM,4,N,Arica,Jueves,1
Sky Airline,11,N,Punta Arenas,Miercoles,0
Gol Trans,12,I,Sao Paulo,Domingo,0
Grupo LATAM,5,N,Calama,Lunes,0
Grupo LATAM,10,N,Temuco,Martes,0
Copa Air,2,I,Ciudad de Panama,Lunes,0
JetSmart SPA,10,N,Antofagasta,Martes,0
Sky Airline,2,N,Iquique,Martes,1
Grupo LATAM,4,N,La Serena,Jueves,0
Grupo LATAM,1,I,Rio de Janeiro,Domingo,0
Grupo LATAM,12,I,Sao Paulo,Domingo,0
Grupo LATAM,1,I,Montevideo,Viernes,0
Avianca,5,I,Bogota,Jueves,0
Grupo LATAM,11,N,Concepcion,Domingo,0
Sky Airline,7,N,Concepcion,Martes,0
Grupo LATAM,9,I,Buenos Aires,Miercoles,1
JetSmart SPA,9,N,Calama,Viernes,0
Grupo LATAM,5,I,Sao Paulo,Miercoles,0
Sky Airline,5,N,Antofagasta,Viernes,0
Grupo LATAM,2,I,Lima,Lunes,0
Grupo LATAM,9,N,Concepcion,Viernes,0
Aerolineas Argentinas,8,I,Buenos Aires,Miercoles,1
Grupo LATAM,2,N,Temuco,Miercoles,0
Sky Airline,3,N,Concepcion,Viernes,0
Grupo LATAM,6,I,Rio de Janeiro,Martes,0
Delta Air,4,I,Atlanta,Jueves,0
Grupo LATAM,2,I,Buenos Aires,Lunes,1
Grupo LATAM,7,I,Madrid,Viernes,0
Grupo LATAM,5,N,La Serena,Martes,0
Grupo LATAM,11,N,Iquique,Miercoles,0
Sky Airline,10,N,Concepcion,Martes,0
Grupo LATAM,1,N,Puerto Montt,Domingo,1
Grupo LATAM,11,N,Punta Arenas,Jueves,0
Grupo LATAM,8,I,Sao Paulo,Lunes,0
Grupo LATAM,5,N,Punta Arenas,Martes,0
Grupo LATAM,2,N,Punta Arenas,Sabado,1
Grupo LATAM,10,I,Ciudad de Mexico,Martes,0
Grupo LATAM,5,I,Montevideo,Miercoles,0
Sky Airline,7,N,La Serena,Martes,0
Sky Airline,7,N,Osorno,Lunes,1
Grupo LATAM,8,N,Puerto Montt,Miercoles,0
Grupo LATAM,10,N,Valdivia,Martes,0
Grupo LATAM,6,N,Arica,Miercoles,0
Grupo LATAM,9,I,Buenos Aires,Domingo,0
Air France,8,I,Paris,Martes,0
Sky Airline,6,N,Copiapo,Viernes,0
Sky Airline,4,N,Iquique,Viernes,0
Grupo LATAM,12,I,Buenos Aires,Sabado,0
Gol Trans,2,I,Sao Paulo,Sabado,1
Aerolineas Argentinas,7,I,Buenos Aires,Martes,0
American Airlines,3,I,Dallas,Jueves,0
Grupo LATAM,10,N,Copiapo,Domingo,0
Sky Airline,3,N,Calama,Miercoles,1
Aeromexico,3,I,Ciudad de Mexico,Martes,0
Sky Airline,12,N,Puerto Montt,Martes,1
Grupo LATAM,9,I,Asuncion,Miercoles,0
Gol Trans,12,I,Sao Paulo,Lunes,0
Air France,11,I,Paris,Jueves,0
Grupo LATAM,1,I,Montevideo,Viernes,1
Grupo LATAM,3,N,Antofagasta,Martes,0
Sky Airline,1,I,Lima,Miercoles,1
Latin American Wings,4,I,Lima,Sabado,0
Grupo LATAM,8,N,Puerto Montt,Domingo,0
Grupo LATAM,10,N,Arica,Miercoles,0
Grupo LATAM,6,N,Antofagasta,Viernes,0
Sky Airline,11,N,Calama,Lunes,0
Grupo LATAM,12,N,Antofagasta,Jueves,0
Aerolineas Argentinas,2,I,Buenos Aires,Miercoles,1
Grupo LATAM,4,N,Antofagasta,Domingo,1
Sky Airline,12,N,Calama,Sabado,0
Grupo LATAM,1,I,Montevideo,Viernes,0
Sky Airline,5,N,Copiapo,Miercoles,0
Oceanair Linhas Aereas,12,I,Sao Paulo,Sabado,0
Grupo LATAM,5,N,Copiapo,Jueves,0
Grupo LATAM,2,N,Antofagasta,Viernes,0
Sky Airline,4,N,La Serena,Domingo,0
Grupo LATAM,10,I,La Paz,Lunes,0
Grupo LATAM,12,N,Concepcion,Domingo,0
Aerolineas Argentinas,4,I,Buenos Aires,Sabado,0
Sky Airline,2,N,Antofagasta,Martes,0
Grupo LATAM,9,I,Rio de Janeiro,Sabado,0
Grupo LATAM,11,N,Punta Arenas,Miercoles,0
Sky Airline,7,N,Puerto Montt,Martes,1
Grupo LATAM,6,N,Concepcion,Sabado,0
Sky Airline,4,I,Buenos Aires,Jueves,0
Sky Airline,9,N,Iquique,Jueves,1
Grupo LATAM,11,I,Rio de Janeiro,Domingo,0
Delta Air,8,I,Atlanta,Jueves,0
Latin American Wings,11,I,Mendoza,Martes,0
Latin American Wings,5,I,Lima,Viernes,1
Sky Airline,2,I,Lima,Viernes,0
Grupo LATAM,8,N,Antofagasta,Lunes,0
Grupo LATAM,7,N,Copiapo,Domingo,0
Avianca,8,I,Bogota,Martes,0
Sky Airline,1,N,La Serena,Lunes,0
Sky Airline,3,N,Antofagasta,Miercoles,0
Grupo LATAM,11,N,Puerto Montt,Jueves,0
Grupo LATAM,11,I,Sao Paulo,Miercoles,0
Grupo LATAM,7,I,Rio de Janeiro,Martes,1
Grupo LATAM,1,I,Montevideo,Martes,0
Grupo LATAM,10,N,Temuco,Viernes,0
Grupo LATAM,9,N,Iquique,Jueves,0
Sky Airline,7,N,Calama,Martes,1
Grupo LATAM,2,N,Antofagasta,Sabado,0
Grupo LATAM,2,N,Iquique,Domingo,0
Grupo LATAM,8,N,Puerto Montt,Jueves,0
Grupo LATAM,7,N,Iquique,Martes,0
Grupo LATAM,6,N,Calama,Lunes,0
Grupo LATAM,8,I,Sao Paulo,Jueves,0
Grupo LATAM,5,N,Balmaceda,Martes,0
Iberia,4,I,Madrid,Jueves,0
Grupo LATAM,10,I,Auckland N.Z.,Sabado,0
Aeromexico,5,I,Ciudad de Mexico,Jueves,0
Alitalia,12,I,Roma,Viernes,0
Grupo LATAM,6,I,Cordoba,Viernes,1
Delta Air,8,I,Atlanta,Domingo,0
Grupo LATAM,12,I,Cordoba,Miercoles,0
Grupo LATAM,12,I,Buenos Aires,Domingo,0
Grupo LATAM,8,I,Buenos Aires,Sabado,0
Grupo LATAM,5,N,Calama,Viernes,0
Copa Air,5,I,Ciudad de Panama,Domingo,0
Sky Airline,4,N,Puerto Montt,Sabado,0
Grupo LATAM,1,N,Balmaceda,Lunes,0
Copa Air,4,I,Ciudad de Panama,Domingo,0
Grupo LATAM,2,N,Concepcion,Jueves,0
Grupo LATAM,2,N,Concepcion,Viernes,0
Grupo LATAM,1,I,Buenos Aires,Martes,0
Grupo LATAM,7,N,Antofagasta,Jueves,0
Grupo LATAM,1,N,Arica,Domingo,1
Sky Airline,12,N,Arica,Lunes,0
K.L.M.,10,I,Buenos Aires,Martes,0
Grupo LATAM,1,N,Puerto Montt,Viernes,0
American Airlines,3,I,Miami,Miercoles,0
JetSmart SPA,12,N,Concepcion,Domingo,0
Grupo LATAM,12,N,Calama,Miercoles,0
Aerolineas Argentinas,5,I,Buenos Aires,Sabado,0
Sky Airline,7,N,Iquique,Domingo,0
Grupo LATAM,7,I,Buenos Aires,Martes,1
Grupo LATAM,9,N,Puerto Montt,Lunes,0
Latin American Wings,3,N,Concepcion,Martes,0
Avianca,12,I,Bogota,Domingo,1
Gol Trans,7,I,Sao Paulo,Viernes,0
Sky Airline,1,N,La Serena,Lunes,0
Copa Air,8,I,Ciudad de Panama,Lunes,0
Grupo LATAM,12,I,Nueva York,Sabado,0
Grupo LATAM,10,I,Guayaquil,Domingo,1
Grupo LATAM,12,N,Punta Arenas,Lunes,0
Grupo LATAM,3,N,Puerto Montt,Martes,0
Grupo LATAM,5,N,Arica,Martes,0
Grupo LATAM,3,N,Antofagasta,Lunes,0
Iberia,7,I,Madrid,Lunes,0
Sky Airline,3,I,Lima,Domingo,0
Grupo LATAM,8,I,Bogota,Domingo,0
Grupo LATAM,7,N,Copiapo,Jueves,0
Grupo LATAM,6,I,Buenos Aires,Lunes,0
Grupo LATAM,4,N,Antofagasta,Jueves,0
Grupo LATAM,9,N,Concepcion,Viernes,0
Grupo LATAM,1,N,Antofagasta,Jueves,0
Grupo LATAM,1,N,Calama,Miercoles,0
Grupo LATAM,11,N,Antofagasta,Domingo,1
Grupo LATAM,4,N,Calama,Miercoles,0
Lacsa,12,I,Lima,Viernes,0
Sky Airline,11,I,Mendoza,Jueves,1
Grupo LATAM,12,N,Calama,Lunes,0
Grupo LATAM,6,N,Punta Arenas,Lunes,0
Grupo LATAM,3,I,Bogota,Jueves,0
Grupo LATAM,5,I,Buenos Aires,Jueves,0
Gol Trans,7,I,Sao Paulo,Viernes,1
Grupo LATAM,12,N,Arica,Martes,0
Grupo LATAM,8,I,Lima,Miercoles,0
Grupo LATAM,10,N,Iquique,Lunes,0
Aeromexico,8,I,Ciudad de Mexico,Viernes,0
Grupo LATAM,10,N,Antofagasta,Domingo,1
Iberia,12,I,Madrid,Martes,0
Sky Airline,4,N,Calama,Jueves,0
Grupo LATAM,4,N,Iquique,Domingo,0
Sky Airline,3,N,Antofagasta,Viernes,0
Grupo LATAM,9,N,Copiapo,Viernes,0
Grupo LATAM,3,I,Bogota,Domingo,0
Grupo LATAM,5,N,Temuco,Jueves,0
Grupo LATAM,4,N,La Serena,Sabado,0
Copa Air,4,I,Ciudad de Panama,Lunes,0
Grupo LATAM,7,I,Sao Paulo,Miercoles,1
Grupo LATAM,9,I,Montevideo,Lunes,0
Sky Airline,7,N,Arica,Martes,1
Grupo LATAM,6,N,Antofagasta,Domingo,0
Grupo LATAM,6,I,Lima,Lunes,0
Grupo LATAM,3,N,Antofagasta,Jueves,0
Grupo LATAM,3,N,Punta Arenas,Viernes,1
Grupo LATAM,4,I,Lima,Viernes,0
Grupo LATAM,1,I,Buenos Aires,Lunes,0
Grupo LATAM,6,N,Isla de Pascua,Viernes,1
Sky Airline,1,N,Temuco,Martes,0
Grupo LATAM,8,N,Iquique,Miercoles,0
Grupo LATAM,6,N,Iquique,Sabado,0
Grupo LATAM,8,N,Isla de Pascua,Miercoles,0
Plus Ultra Lineas Aereas,8,I,Madrid,Miercoles,1
Latin American Wings,6,I,Mendoza,Jueves,1
Grupo LATAM,2,N,Iquique,Lunes,0
Aerolineas Argentinas,8,I,Buenos Aires,Miercoles,1
Grupo LATAM,6,I,Lima,Domingo,0
Grupo LATAM,6,N,Isla de Pascua,Domingo,1
Grupo LATAM,10,N,Antofagasta,Jueves,0
Iberia,1,I,Madrid,Lunes,0
Sky Airline,4,N,Calama,Domingo,1
Grupo LATAM,10,I,Rio de Janeiro,Lunes,0
Grupo LATAM,2,I,Sao Paulo,Sabado,0
Grupo LATAM,12,N,La Serena,Sabado,0
Grupo LATAM,4,I,Buenos Aires,Lunes,0
Grupo LATAM,12,N,Calama,Sabado,0
Grupo LATAM,10,N,Calama,Miercoles,0
Grupo LATAM,6,I,Lima,Viernes,0
Grupo LATAM,8,I,Lima,Martes,0
Grupo LATAM,9,I,Buenos Aires,Viernes,0
Grupo LATAM,7,N,Puerto Montt,Domingo,0
Grupo LATAM,7,I,Lima,Miercoles,0
Sky Airline,10,N,Antofagasta,Viernes,1
Grupo LATAM,12,I,Auckland N.Z.,Viernes,1
JetSmart SPA,12,N,Antofagasta,Viernes,0
Grupo LATAM,12,I,Rio de Janeiro,Miercoles,1
Grupo LATAM,11,N,Puerto Montt,Martes,1
Grupo LATAM,12,N,Antofagasta,Viernes,0
Grupo LATAM,5,I,Buenos Aires,Miercoles,0
Grupo LATAM,9,I,Cordoba,Domingo,0
Grupo LATAM,11,N,Antofagasta,Viernes,0
Grupo LATAM,9,N,Antofagasta,Sabado,1
JetSmart SPA,9,N,Antofagasta,Lunes,0
Latin American Wings,7,I,Lima,Martes,0
Grupo LATAM,10,N,Punta Arenas,Domingo,0
Grupo LATAM,4,N,Balmaceda,Lunes,0
JetSmart SPA,12,N,Puerto Montt,Martes,1
Grupo LATAM,8,N,Temuco,Miercoles,0
Sky Airline,6,I,Buenos Aires,Domingo,0
Grupo LATAM,11,N,Punta Arenas,Sabado,0
Sky Airline,11,I,Rosario,Domingo,0
Grupo LATAM,10,N,Antofagasta,Sabado,0
Grupo LATAM,1,N,Concepcion,Lunes,0
Grupo LATAM,2,N,Antofagasta,Lunes,0
Gol Trans,11,I,Sao Paulo,Jueves,1
Sky Airline,8,N,Iquique,Martes,0
JetSmart SPA,9,N,La Serena,Martes,0
Grupo LATAM,5,N,Antofagasta,Jueves,0
Aerolineas Argentinas,5,I,Buenos Aires,Viernes,0
Grupo LATAM,1,I,Florianapolis,Miercoles,0
Grupo LATAM,4,N,Antofagasta,Martes,0
Grupo LATAM,7,N,Valdivia,Lunes,1
Avianca,10,I,Bogota,Jueves,0
Grupo LATAM,11,N,Puerto Montt,Sabado,0
Latin American Wings,6,I,Lima,Martes,0
Grupo LATAM,5,I,Montevideo,Martes,0
Grupo LATAM,3,I,Sao Paulo,Miercoles,0
Grupo LATAM,6,I,Madrid,Martes,0
Grupo LATAM,10,N,Copiapo,Lunes,0
Grupo LATAM,6,I,Buenos Aires,Martes,0
Grupo LATAM,12,N,Temuco,Jueves,0
Grupo LATAM,3,N,Balmaceda,Martes,1
Grupo LATAM,10,I,Rio de Janeiro,Jueves,1
Sky Airline,5,I,Lima,Jueves,0
Latin American Wings,12,I,Lima,Viernes,1
Sky Airline,6,N,Iquique,Jueves,0
Grupo LATAM,7,I,Buenos Aires,Jueves,0
Grupo LATAM,5,N,Puerto Montt,Jueves,0
Grupo LATAM,6,I,Lima,Viernes,0
Latin American Wings,8,I,Lima,Domingo,0
Grupo LATAM,10,N,Concepcion,Viernes,1
Grupo LATAM,8,N,Antofagasta,Viernes,0
Sky Airline,3,N,Puerto Montt,Domingo,0
Grupo LATAM,9,N,Iquique,Viernes,0
Sky Airline,1,I,Lima,Domingo,0
Sky Airline,7,I,Lima,Domingo,1
Sky Airline,3,N,Valdivia,Lunes,0
Latin American Wings,10,I,Lima,Martes,1
Grupo LATAM,8,N,Balmaceda,Martes,0
Sky Airline,4,I,Buenos Aires,Lunes,0
Grupo LATAM,10,I,Lima,Lunes,0
Grupo LATAM,10,N,Calama,Jueves,0
Grupo LATAM,4,N,Temuco,Sabado,1
Copa Air,6,I,Ciudad de Panama,Jueves,0
Grupo LATAM,6,N,Antofagasta,Lunes,0
Sky Airline,5,I,Lima,Domingo,1
Grupo LATAM,2,N,Puerto Natales,Jueves,0
Grupo LATAM,12,I,Miami,Miercoles,1
Grupo LATAM,1,I,Sao Paulo,Lunes,0
Copa Air,2,I,Ciudad de Panama,Domingo,0
Grupo LATAM,7,I,Sao Paulo,Viernes,1
Grupo LATAM,9,I,Bogota,Viernes,0
Sky Airline,4,N,Calama,Sabado,0
Sky Airline,12,N,Iquique,Viernes,1
Grupo LATAM,8,I,Rio de Janeiro,Miercoles,1
Grupo LATAM,9,I,Mendoza,Viernes,0
Copa Air,6,I,Ciudad de Panama,Lunes,0
Sky Airline,1,N,Antofagasta,Sabado,0
Aeromexico,10,I,Ciudad de Mexico,Viernes,0
Sky Airline,7,N,Arica,Miercoles,0
Alitalia,4,I,Roma,Sabado,0
Grupo LATAM,12,I,Buenos Aires,Miercoles,0
JetSmart SPA,11,N,Antofagasta,Domingo,0
Grupo LATAM,8,I,Orlando,Miercoles,0
Grupo LATAM,7,I,Rio de Janeiro,Lunes,1
Grupo LATAM,8,I,Cordoba,Miercoles,0
Sky Airline,7,N,Calama,Miercoles,1
Alitalia,12,I,Roma,Lunes,0
Air France,8,I,Paris,Viernes,1
Sky Airline,10,N,Arica,Miercoles,0
Avianca,8,I,Lima,Sabado,0
Grupo LATAM,1,I,Nueva York,Domingo,0
Grupo LATAM,11,N,Puerto Montt,Jueves,0
Sky Airline,9,N,Copiapo,Jueves,0
American Airlines,12,I,Miami,Viernes,0
Grupo LATAM,6,I,Bogota,Jueves,1
Grupo LATAM,3,N,Iquique,Sabado,0
JetSmart SPA,12,N,Temuco,Viernes,0
Aerolineas Argentinas,9,I,Buenos Aires,Sabado,0
Grupo LATAM,3,I,Lima,Miercoles,0
Aerolineas Argentinas,1,I,Buenos Aires,Jueves,0
Grupo LATAM,7,I,Mendoza,Viernes,1
Grupo LATAM,3,N,Puerto Montt,Domingo,0
Grupo LATAM,1,N,Isla de Pascua,Martes,0
Grupo LATAM,3,N,Calama,Miercoles,0
Grupo LATAM,1,N,Copiapo,Domingo,1
Grupo LATAM,9,N,Concepcion,Lunes,1
Grupo LATAM,3,I,Asuncion,Miercoles,0
Gol Trans,2,I,Florianapolis,Sabado,0
Grupo LATAM,9,I,Rio de Janeiro,Jueves,0
Delta Air,3,I,Atlanta,Viernes,1
Latin American Wings,9,N,Concepcion,Martes,0
Grupo LATAM,12,N,Concepcion,Sabado,0
Sky Airline,7,N,Arica,Lunes,0
Grupo LATAM,10,N,Iquique,Sabado,0
Avianca,4,I,Bogota,Lunes,0
Grupo LATAM,10,I,Lima,Miercoles,1
Grupo LATAM,9,I,Cordoba,Miercoles,1
Grupo LATAM,11,N,Balmaceda,Viernes,0
Aerolineas Argentinas,5,I,Buenos Aires,Domingo,0
Grupo LATAM,5,N,Antofagasta,Viernes,0
Grupo LATAM,10,N,Iquique,Sabado,1
Grupo LATAM,6,N,Concepcion,Sabado,0
Grupo LATAM,6,N,Balmaceda,Sabado,0
Grupo LATAM,5,I,Bogota,Sabado,0
Copa Air,11,I,Ciudad de Panama,Miercoles,0
Grupo LATAM,8,N,Puerto Montt,Jueves,0
Grupo LATAM,9,N,Temuco,Jueves,0
Sky Airline,11,N,Concepcion,Sabado,0
Sky Airline,5,N,Puerto Montt,Martes,0
Grupo LATAM,4,N,Concepcion,Domingo,1
Grupo LATAM,2,N,Puerto Montt,Viernes,0
Grupo LATAM,11,N,Osorno,Martes,0
Grupo LATAM,11,N,Balmaceda,Lunes,0
Grupo LATAM,9,I,Bogota,Lunes,0
Grupo LATAM,7,N,Calama,Domingo,1
Avianca,3,I,Bogota,Martes,0
Grupo LATAM,10,I,Asuncion,Jueves,1
Copa Air,7,I,Ciudad de Panama,Jueves,0
Grupo LATAM,2,N,Temuco,Miercoles,0
Copa Air,1,I,Ciudad de Panama,Sabado,0
Copa Air,1,I,Ciudad de Panama,Martes,0
Grupo LATAM,6,N,Antofagasta,Lunes,0
Grupo LATAM,10,I,Bogota,Viernes,0
Grupo LATAM,7,N,Iquique,Lunes,0
Grupo LATAM,11,N,Puerto Montt,Lunes,0
Sky Airline,4,N,Iquique,Jueves,0
Grupo LATAM,5,N,Iquique,Lunes,0
Sky Airline,5,N,Puerto Montt,Martes,0
Sky Airline,10,N,Iquique,Miercoles,0
Aerolineas Argentinas,2,I,Buenos Aires,Domingo,0
Sky Airline,9,N,Iquique,Sabado,0
Sky Airline,3,N,Puerto Natales,Martes,0
Latin American Wings,8,I,Lima,Lunes,0
Grupo LATAM,5,I,Buenos Aires,Martes,1
Grupo LATAM,5,I,Sao Paulo,Miercoles,0
Grupo LATAM,8,N,Antofagasta,Miercoles,0
Sky Airline,2,N,Concepcion,Jueves,0
Grupo LATAM,1,N,Antofagasta,Miercoles,0
Aerolineas Argentinas,4,I,Buenos Aires,Sabado,0
Grupo LATAM,2,N,Balmaceda,Lunes,0
Sky Airline,9,N,Osorno,Miercoles,0
Grupo LATAM,1,I,Buenos Aires,Lunes,1
Grupo LATAM,7,I,Sao Paulo,Domingo,1
Sky Airline,12,N,Arica,Viernes,0
Grupo LATAM,5,N,Calama,Miercoles,0
Grupo LATAM,10,N,Temuco,Lunes,1
Grupo LATAM,2,N,Puerto Montt,Sabado,0
Avianca,1,I,Bogota,Lunes,0
Grupo LATAM,2,N,Balmaceda,Jueves,0
Sky Airline,10,N,Temuco,Domingo,0
Sky Airline,7,N,Iquique,Lunes,1
Sky Airline,8,I,Montevideo,Sabado,0
Grupo LATAM,1,I,Nueva York,Sabado,1
Grupo LATAM,11,N,Puerto Montt,Miercoles,0
Sky Airline,8,N,Arica,Jueves,0
Grupo LATAM,1,N,Arica,Lunes,0
Grupo LATAM,12,N,Iquique,Domingo,1
Grupo LATAM,7,N,Antofagasta,Miercoles,0
Grupo LATAM,11,I,Cancun,Sabado,0
JetSmart SPA,12,N,Puerto Montt,Jueves,0
Grupo LATAM,2,I,Montevideo,Lunes,0
Grupo LATAM,7,I,Bogota,Miercoles,1
Alitalia,7,I,Roma,Jueves,0
Sky Airline,7,N,Iquique,Lunes,0
Oceanair Linhas Aereas,10,I,Sao Paulo,Viernes,0
Grupo LATAM,9,N,Antofagasta,Viernes,1
Avianca,8,I,Lima,Martes,1
Sky Airline,6,N,Puerto Montt,Lunes,0
Grupo LATAM,4,N,Balmaceda,Sabado,0
Grupo LATAM,7,N,Punta Arenas,Lunes,0
United Airlines,12,I,Houston,Viernes,0
Sky Airline,1,N,Puerto Montt,Sabado,0
Grupo LATAM,4,N,Balmaceda,Lunes,0
Sky Airline,9,I,Montevideo,Domingo,0
Avianca,2,I,Lima,Miercoles,0
Grupo LATAM,7,N,Antofagasta,Miercoles,0
Sky Airline,2,N,Arica,Domingo,0
Grupo LATAM,11,I,Rio de Janeiro,Miercoles,1
Grupo LATAM,2,I,Guayaquil,Viernes,0
Sky Airline,2,N,Antofagasta,Miercoles,0
Sky Airline,3,N,Puerto Montt,Miercoles,0
Grupo LATAM,10,I,Lima,Lunes,0
Latin American Wings,9,I,Lima,Viernes,1
Grupo LATAM,9,N,Temuco,Viernes,0
Air Canada,4,I,Toronto,Martes,0
Sky Airline,4,N,Calama,Lunes,0
Sky Airline,11,N,Calama,Jueves,0
Grupo LATAM,9,I,Sao Paulo,Domingo,0
Grupo LATAM,8,N,Balmaceda,Jueves,0
Sky Airline,10,I,Buenos Aires,Viernes,0
Aerolineas Argentinas,9,I,Buenos Aires,Sabado,0
Air Canada,2,I,Toronto,Miercoles,1
Grupo LATAM,8,N,Concepcion,Viernes,0
Grupo LATAM,1,I,Florianapolis,Jueves,0
Grupo LATAM,3,I,Montevideo,Lunes,0
Grupo LATAM,7,N,Calama,Lunes,0
Grupo LATAM,3,N,Castro (Chiloe),Domingo,0
Grupo LATAM,5,N,Iquique,Domingo,0
Grupo LATAM,1,N,Antofagasta,Miercoles,0
Grupo LATAM,3,N,Punta Arenas,Jueves,0
Grupo LATAM,12,N,Calama,Domingo,0
Grupo LATAM,11,N,Antofagasta,Domingo,0
Grupo LATAM,6,N,Antofagasta,Lunes,0
Latin American Wings,5,I,Lima,Domingo,1
Grupo LATAM,4,N,Antofagasta,Miercoles,0
British Airways,3,I,Londres,Sabado,0
American Airlines,7,I,Miami,Miercoles,0
Copa Air,2,I,Ciudad de Panama,Domingo,0
Grupo LATAM,4,I,Sao Paulo,Jueves,0
Grupo LATAM,6,I,Mendoza,Jueves,0
Grupo LATAM,6,N,Iquique,Domingo,0
Copa Air,11,I,Ciudad de Panama,Martes,0
Grupo LATAM,3,I,Auckland N.Z.,Miercoles,0
Grupo LATAM,12,N,Concepcion,Miercoles,0
Grupo LATAM,12,I,Florianapolis,Domingo,0
